Name,Area
大和田りつこ,JP
大和田慧,JP
大和那南,JP
大国男児,KR
大城美佐子,JP
大城美友,JP
大場久美子,JP
大塚博堂,JP
大塚愛×SU from RIP SLYME,JP
大山のぶ代,JP
大島はるな,JP
大島ミチル,JP
大島保克,JP
大嶋啓之,JP
大工哲弘,JP
大木理紗,JP
大本望美,JP
大杉久美子,JP
大柴広己,JP
大森俊之,JP
大森元貴,JP
大森玲子,JP
大森絹子,JP
大森靖子,JP
大槻ケンヂ,JP
大槻ケンヂ と 橘高文彦,JP
大槻ケンヂと木村カエレ,JP
大槻ケンヂと橘高文彦,JP
大槻真希,JP
大橋トリオ,JP
大橋トリオ Feat. 秦基博,JP
大橋三重唱,JP
大橋卓弥,JP
大比良瑞希,JP
大江慎也,JP
大江戸宅急便,JP
大沢伸一,JP
大沢誉志幸,JP
大沼パセリ,JP
大滝詠一,JP
大知正紘,JP
大石ルミ,JP
大石昌良,JP
大神,JP
大神ミオ,JP
大空スバル,JP
大藤史,JP
大西ユカリ,JP
大西ユカリと新世界,JP
大西亜玖璃,JP
大谷和夫,JP
大谷幸,JP
大谷幸・TWO-MIX,JP
大谷智巳,JP
大貫亜美,JP
大貫妙子,JP
大賀埜々,JP
大阪★春夏秋冬,JP
大阪パフォーマンスドール,JP
大高丈宙,JP
天の妃少女合唱団,JP
天上智喜,KR
天上智喜 (천상지희) The GRACE,KR
天上智喜 The Grace,KR
天上智喜//CLIFF EDGE,KR
天下取り隊,JP
天井桟敷,JP
天地雅楽,JP
天宮みや,JP
天晴れ!原宿,JP
天月,JP
天月-あまつき-,JP
天海春香 (CV.中村繪里子),JP
天空橋朋花 (CV.小岩井ことり),JP
天誅,JP
天道あかね (日高のり子),JP
天野愛莉(CV:水樹奈々),JP
天野春子 (小泉今日子),JP
天野月子,JP
天野正道,JP
天門,JP
天門＆柳英一郎,JP
太田美知彦,JP
太田裕美,JP
太郎,JP
太陽族,JP
太鼓の達人,JP
失敗しない生き方,JP
奇妙礼太郎,JP
奇妙礼太郎トラベルスイング楽団,JP
奏手イヅル,JP
奏英学園軽音楽部 Starring i.o,JP
奥井亜紀,JP
奥井雅美 feat. May'n,JP
奥慶一,JP
奥村チヨ,JP
奥村愛子,JP
奥田圭子,JP
奥田民生,JP
奥田美和子,JP
女王蜂,JP
如何に崇高な精神といえども、顔面が伴わなければ『彼女』はできない。,JP
妖花,JP
妙,JP;EU;KR
妹S(シスターズ)[土間うまる(CV:田中あいみ)/海老名菜々(CV:影山 灯)/本場切絵(CV:白石晴香)/橘・シルフィンフォード(CV:古川由利奈)],JP
始発待ちアンダーグラウンド,JP
姫,JP
姫乃樹リカ,JP
姫宮みらんとチョコレートロッカーズ,JP
姫森ルーナ,JP
姫神せんせいしょん,JP
婦人倶楽部,JP
子門真人,JP
宇多田ヒカル,JP;USUK
宇多田ヒカル Feat. Yamada Masashi,JP
宇宙まお,JP
宇宙コンビニ,JP
宇徳敬子,JP
宇波拓、佳村萠と秋山徹次,JP
宇頭巻,JP
守屋浩,JP
安七炫 (Kangta),KR
安全地帯,JP
安室奈美恵 Feat. DOBERMAN INC,JP
安室奈美恵 with SUPER MONKEY'S,JP
安斉かれん,JP
安玖深音,JP
安田成美,JP
安田毅,JP
安藤まさひろ,JP
安藤明子,JP
安藤裕子,JP
安部潤,JP
安野希世乃,JP
宋茜,KR
完全にノンフィクション,JP
完全体セル,JP
宝塚歌劇団・花組,JP
宝塚歌劇団・雪組,JP
宝野アリカ,JP
実谷なな,JP
宣河,KR
宮下 遊,JP
宮内れんげ(CV.小岩井ことり)、一条蛍(CV.村川梨衣)、越谷夏海(CV.佐倉綾音)、越谷小鞠(CV.阿澄佳奈),JP
宮内タカユキ,JP
宮内優里,JP
宮内國郎,JP
宮内良,JP
宮原永海,JP
宮城道雄,JP
宮崎吐夢,JP
宮崎歩,JP
宮川弾,JP
宮川弾アンサンブル,JP
宮川愛,JP
宮川泰,JP
宮本佳林,JP
宮本典子,JP
宮本笑里×solita,JP
宮本駿一,JP
宮藤芳佳 (福圓美里),JP
宮里久美,JP
宮野幸子,JP
宮野真守,JP
家の裏でマンボウが死んでるP,JP
家主,JP
家府(Sori),KR
寄崎諒,JP
富士葵,JP
富永TOMMY弘明,JP
富田美憂,JP
富田靖子,JP
寺内タケシ,JP
寺尾紗穂,JP
寺尾聰,JP
寺崎裕香,JP
寺嶋民哉,JP
寺田創一,JP
寺田志保,JP
寺門仁美,JP
寺門通,JP
寿美菜子,JP
導楽,JP
小久保淳平,JP
小倉優子,JP
小倉真奈,JP
小出広美,JP
小南泰葉,JP
小原鞠莉 (CV.鈴木愛奈),JP
小原鞠莉(CV.鈴木愛奈),JP
小唄勝太郎,JP
小坂りゆ,JP
小坂忠,JP
小坂恭子,JP
小塚良太,JP
小室みつ子,JP
小室哲哉,JP
小室等,JP
小宮知子,JP
小山ツトム,JP
小山実稚恵,JP
小山水城,JP
小山田圭吾,JP
小山絵里奈,JP
小山茉美,JP
小峰公子,JP
小島麻由美,JP
小川真奈,JP
小川美潮,JP
小幡洋子,JP
小早川ゆたか(長谷川静香),JP
小春めう,JP
小木曽雪菜,JP
小松彩夏,JP
小松未可子,JP
小松里賀,JP
小林哲也,JP
小林太郎,JP
小林幸子,JP
小林愛香,JP
小林早織,JP
小林旭,JP
小林未郁,JP
小林柊矢,JP
小林武史,JP
小林沙苗,JP
小林竜之,JP
小柳ゆき,JP
小棚木もみじ,JP
小森まなみ,JP
小森ゆな,JP
小椋佳,JP
小池徹平,JP
小池玉緒,JP
小池雅人,JP
小沢健二,JP
小泉恒平,JP
小泉花陽,JP
小泉花陽(CV.久保ユリカ),JP
小瀬村晶,JP
小田和正,JP
小田朋美,JP
小畑ミキ,JP
小笠原仁,JP
小袋成彬,JP
小西利樹,JP
小西香葉·近藤由紀夫(MOKA☆),JP
小西香葉＆近藤由紀夫,JP
小見山優子,JP
小谷美紗子,JP
小野友樹,JP
小野麗莎,JP
小鳥遊キアラ,JP
小鳥遊六花(cv.内田真礼),JP
小鳩くるみ,JP
少女フラクタル,JP
少女时代 (Shoujo Jidai),KR
少女時代,KR
少女時代 (Girl's Generation),JP
少女時代/GIRLS' GENERATION,KR
少女隊,JP
少年がミルク,JP
少年カミカゼ,JP
少年ナイフ,JP
少年ハリウッド,JP
少年少女合唱団みずうみ,JP
尾崎由香,JP
尾崎紀世彦,JP
尾崎豊,JP
尾崎雄貴,JP
尾藤イサオ,JP
尾野寺真未,JP
屋内活動サークル(立山秋航、佐々木恵梨、亜咲花),JP
山下智久,JP
山下毅雄,JP
山下絹代,JP
山下翔央,JP
山下達郎,JP
山内惠介,JP
山出愛子,JP
山口活性学園アイドル部,JP
山口理恵,JP
山口百恵,JP
山吹沙綾(CV.大橋彩香),JP
山城祥二,JP
山崎まさよし,JP
山崎もえ,JP
山崎エリイ,JP
山崎美貴,JP
山崎良,JP
山川恵津子,JP
山弦,JP
山木将平,JP
山本はるきち,JP
山本まさゆき,JP
山本リンダ,JP
山本健司,JP
山本剛トリオ,JP
山本千夏,JP
山本希望,JP
山本正之,JP
山本精一と不思議ロボット,JP
山本美禰子,JP
山本達彦,JP
山本領平,JP
山本麻里安,JP
山村響,JP
山根万理奈,JP
山根麻衣,JP
山瀬まみ,JP
山田晃士,JP
山田稔明,JP
山野裕子,JP
岡井千聖,JP
岡咲美保,JP
岡崎律子,JP
岡平健治,JP
岡晴夫,JP
岡本仁志,JP
岡本定義,JP
岡本未夕(CV:高木美佑),JP
岡本舞子,JP
岡本菜摘,JP
岡村と卓球,JP
岡村孝子,JP
岡村靖幸,JP
岡田徹,JP
岡田有希子,JP
岡部啓一(MONACA),JP
岡野昭仁,JP
岩井由紀,JP
岩崎みなみ(茅原実里),JP
岩崎元是,JP
岩崎宏美,JP
岩崎愛,JP
岩崎貴文,JP
岩永雅子,JP
岩瀬敬吾,JP
岩田さゆり,JP
岩男潤子,JP
岩﨑 英則,JP
岸田教団＆THE明星ロケッツ,JP
岸田智史,JP
岸田繁,JP
岸部眞明,JP
峰岸透,JP
島みやえい子,JP
島崎智子,JP
島崎路子,JP
島田奈美,JP
島田歌穂,JP
島田真夢(CV:吉岡茉祐),JP
島白,JP
島翔太朗,JP
崎山蒼志,JP
崎谷健次郎,JP
嶋野百恵,JP
嶺川貴子,JP
川上とも子,JP
川井憲次,JP
川口千里,JP
川口博史,JP
川口雅代,JP
川島だりあ,JP
川崎康宏,JP
川崎鷹也,JP
川嶋志乃舞,JP
川本真琴,JP
川村かおり,JP
川村ゆみ,JP
川村万梨阿,JP
川村竜,JP
川津明日香,JP
川瀬,JP
川田まみ,JP
川畑要,JP
川越好博,JP
川辺ヒロシ,JP
工藤冬里,JP
工藤晴香,JP
工藤静香,JP
左右,JP
巻上公一,JP
市ヶ谷有咲(CV.伊藤彩沙),JP
市丸,JP
市井紗耶香 with 中澤裕子,JP
市川実和子,JP
市川淳,JP
市松寿ゞ謡,JP
市松椿 綾倉盟,JP
布施明,JP
布袋寅泰,JP
布谷文夫,JP
帆足圭吾・石濱 翔,JP
帝国之子,KR
帝国歌劇団,JP
常盤ゆう,JP
平井 大,JP
平井もも,KR
平井堅 feat. 安室奈美恵,JP
平井大,JP
平原綾香,JP
平尾昌晃,JP
平山ケンタ,VN
平山三紀,JP
平川地一丁目,JP
平戸祐介,JP
平沢進,JP
平田博信,JP
平田志穂子,JP
平田志穂子 feat. Lotus Juice,JP
平田志穂子 feat. 川村ゆみ,JP
平田祥一郎,JP
平賀さち枝とホームカミングス,JP
平野義久,JP
幻覚アリア,JP
幼虫社,JP
幽閉少女アクティブNEETs,JP
幾何学模様,JP
幾何学模様/Kikagaku Moyo,JP
広川恵一,JP
広末涼子,JP
広瀬愛菜,JP
広瀬香美,JP
広谷順子,JP
広野智章,JP
庄司 英徳,JP
庄野真代,JP
康貞蘭,JP
弓削雅稔,JP
引田香織,JP
弘妃由実,JP
弘田三枝子,JP
张娜拉,KR
张根锡,KR
張力尹,KR
弾丸 NO LIMIT,JP
当真伊都子,JP
彩菜,JP
彩音,JP
彩音 〜xi-on〜,JP
彩音 ～xi-on～,JP
影山シエン,JP
影山ヒロノブ,JP
影森みちる(CV:諸星すみれ),JP
彼女 in the display,JP
律可,JP
後ろから這いより隊B,JP
後ろから這いより隊G,JP
後藤まりこ,JP
後藤まりこアコースティックviolence POP,JP
後藤正文,JP
徐明浩,KR
徒然なりにし天雲,JP
徒然なる操り霧幻庵,JP
得田真裕,JP
徳丸純子,JP
徳井青空,JP
徳山秀典,JP
徳川まつり (CV.諏訪彩花),JP
徳永暁人,JP
徳永英明,JP
忌野清志郎,JP
忌野清志郎 Little Screaming Revue,JP
忍迅雷音,JP
志人 / 玉兎,JP
志方あき,EU
志方あきこ (Akiko Shikata),EU;KR
志方あきこ (Shikata Akiko),KR
忘れてモーテルズ,JP
忘れらんねえよ,JP
怒髪天,JP
恋する円盤,JP
恋竹林,JP
恐悪狂人団,JP
恩田直幸,JP
悠希,JP
悪漢奴等,JP
悪魔城ドラキュラ サウンドチーム,JP
情報処理部,JP
惑星アブノーマル,JP
惑星計画,JP
愛はズボーン,JP
愛城華恋（ＣＶ．小山百代）,JP
愛奴,JP
愛河里花子,JP
感傷ベクトル,JP
感覚ピエロ,JP
慎吾ママ,JP
憂病,JP
憐歌,JP
應蘭芳,JP
戌神ころね,JP
成田暁彦,JP
我那覇美奈,JP
或るミイ,JP
或る感覚,JP
戦国アニマル極楽浄土,JP
戦場ヶ原ひたぎ (斎藤千和),JP
戸塚祥太,JP
戸川京子,JP
戸川純とヤプーズ,JP
戸川純バンド,JP
戸張大輔,JP
戸田信子×陣内一真,JP
戸田色音,JP
戸田誠司,JP
戸越まごめ,JP
所 恵美 (CV.藤井ゆきよ),JP
所ジョージ,JP
手使海ユトロ,JP
手嶌葵,JP
打首獄門同好会,JP
折倉俊則,JP
折戸伸治,JP
拉娜,KR
拝郷メイコ,JP
持田香織とSAKEROCK,JP
指先ノハク,JP
指田郁也,JP
挫・人間,JP
振り回され隊,JP
推定少女,JP
撃鉄,JP
放課後クライマックスガールズ,JP
放課後ティータイム,JP
敏感少年隊,JP
文俊辉,KR
文化放送,JP
文坂なの,JP
文藝天国,JP
斉藤和義,JP
斉藤麻里,JP
斎藤誠,JP
斎賀みつき feat. JUST,JP
新しい学校のリーダーズ,JP
新世界リチウム,JP
新乃ユキヒデ,JP
新井大樹,JP
新城P,JP
新居昭乃,JP
新東京,JP
新沼謙治,JP
新浜レオン,JP
新田一郎,JP
新田恵利,JP
新田洋,JP
新菜まこ,JP
新谷さなえ,JP
新谷良子 with PBB,JP
新里宏太,JP
日向めぐみ,JP
日向ももこ,JP
日向美ビタースイーツ♪,JP
日向電工,JP
日暮愛葉,JP
日本フィルハーモニー交響楽団,JP
日本マドンナ,JP
日渡奈那,JP
日食なつこ,JP
日高のり子,JP
早坂文雄,JP
早見あかり,JP
早見優,JP
明くる夜の羊,JP
明日、照らす,JP
明日の叙景(Asunojokei),JP
明星,JP
明智小衣 (南條愛乃),JP
明田川荘之,JP
星井七瀬,JP
星井美希 (cv.長谷川明子),JP
星村麻衣,JP
星歴13夜,JP
星空 凛(CV.飯田里穂),JP
星空凛,JP
星空凛(CV.飯田里穂),JP
星羅,JP
星見プロダクション,JP
星野源,JP
映秀。,JP
春ねむり Haru Nemuri,JP
春日未来 (CV.山崎はるか),JP
春畑道哉,JP
春野,JP
是永巧一,JP
昼海幹音,JP
時給800円,JP
晋平太,JP
晴晴゛,JP
晶 (小林太郎),JP
暁テル子,JP
書上奈朋子,KR
曽我部恵一,JP
曽我部恵一BAND,JP
曽我部恵一ランデヴーバンド,JP
最上静香 (CV.田所あずさ),JP
最終未来兵器mofu,JP
月のテンペスト,JP
月ノ美兎,JP
月光グリーン,JP
月子,JP
月葉,JP
月詠み,JP
有吉弘行,JP
有坂美香,JP
有待雅彦,JP
有村 竜太朗,JP
有村竜太朗,JP
朝倉さや,JP
朝崎郁恵,JP
朝川朋之,JP
朝日美穂,JP
朝比奈 マリア,JP
朝生愛,JP
木の実ナナ,JP
木下直子,JP
木下美紗都,JP
木之内みどり,JP
木之本桜(丹下桜),JP
木更津キャッツアイ feat.MCU,JP
木村 明美,JP
木村弓,JP
木村昇,JP
木村明美,JP
木村由姫,JP
木村秀彬,JP
木根尚登,JP
木氏沙織,JP
木蓮,JP
未映子,JP
未確認少女隊UFI,JP
末光篤,JP
本名陽子,JP
本日休演,JP
本棚のモヨコ,JP
本田みちよ,JP
本田晃弘,JP
本田未央,JP
本田美奈子,JP
本田美奈子.,JP
本間勇輔,JP
本間芽衣子(茅野愛衣)安城鳴子(戸松遥)鶴見知利子(早見沙織),JP
本間芽衣子（CV.茅野愛衣）,JP
朱里エイコ,JP
朴信惠,KR
朴志胤,KR
朴慧京,KR
朴昭妍,KR
朴正炫 (Park Jung Hyun),KR
杉並児童合唱団、上谷麻紀、幾原邦彦、光宗信吉,JP
杉山清貴＆オメガトライブ,JP
杉恵ゆりか,JP
杉本有美,JP
杉森 雅和,JP
杉浦幸,JP
杉田二郎,JP
杉真理,JP
李貞賢,KR
李香蘭,JP
杏沙子,JP
杏里,JP
杏露虫,JP
村上ユカ,JP
村上純,JP
村井秀清,JP
村八分,JP
村松健,JP
村松崇継,JP
村正クオリア,JP
村瀬悠太,JP
杜このみ,JP
来来来チーム,JP
来生たかお,JP
東京エスムジカ,JP
東京カランコロン,JP
東京カルテット,JP
東京ゲゲゲイ,JP
東京シティ･フィルハーモニック管弦楽団,JP
東京ナミイ,KR
東京フィルハーモニー交響楽団,JP
東京ポッド許可局,JP
東京ローカル・ホンク,JP
東京中低域,JP
東京事変,JP
東京事変(東京事變),JP
東京初期衝動,JP
東京放送児童合唱団,JP
東京混声合唱団,JP
東京都交響楽団,JP
東北新幹線,JP
東大路憲太,JP
東方,JP
東方LostWord,JP
東方事変,JP
東方神起,KR
東方神起  Dong Bang Shin Ki,KR
東方神起/BoA/The Trax,KR
東方神起/믹키유천/영웅재중,KR
東條希,JP
東海林太郎,JP
東雲,KR
東雲 DONG WOON from BEAST,KR
松ヶ下宏之,JP
松下,JP
松下萌子,JP
松下誠,JP
松下里美,JP
松井優子,JP
松井咲子,JP
松井常松,JP
松井庸,JP
松井恵理子,JP
松任谷由実,JP
松千,JP
松原正樹,JP
松司馬拓,JP
松司馬拓指揮 Ensemble FOVE,JP
松坂慶子,JP
松尾早人,JP
松尾清憲,JP
松山千春,JP
松山祐士,JP
松岡充,JP
松岡直也＆ウィシング,Latin
松岡純也,JP
松崎しげる,JP
松崎ナオ,JP
松平健,JP
松本人志,JP
松本孝弘,JP
松本慎一郎,JP
松本梨香,JP
松本英子,JP
松村佑樹,JP
松来未祐,JP
松浦有希,JP
松浦雅也,JP
松澤由実,JP
松田亜利沙 (CV.村川梨衣),JP
松田聖子,JP
板歯目,JP
林哲司,JP
林正子,JP
林田匠,JP
林田藍里(CV:永野愛理),JP
林英哲,JP
林部智史,JP
柊かがみ(加藤英美里),JP
柊つかさ(福原香織),JP
柊キライ,JP
柊南,JP
柊奈緒,JP
柊木りお,JP
柏大輔,JP
柏木るざりん,JP
柚木梨沙,JP
柚楽弥衣,KR
查勞,Latin
柳田久美子,JP
柳英一朗,JP
柴崎幸,JP
柴田聡子,JP
柿島伸次,JP
栄喜,JP
栗原正己,JP
栗林みな実、橋本みゆき、飛蘭、美郷あき、yozuca*、rino,JP
栗田博文,JP
栞寧,JP
栞菜智世,JP
校庭カメラガール,JP
核P-MODEL,JP
根岸さとり,JP
根岸貴幸,JP
桂ヒナギク (伊藤静),JP
桂銀淑,JP
桃井かおり,JP
桃井はるこ,JP
桃月心也(CV.岡本信彦),JP
桃梨,JP
桃黒亭一門,JP
桐ヶ谷仁,JP
桐島かれん,JP
桐嶋ノドカ,JP
桐生,JP
桐生 一馬(黒田 崇矢),JP
桐生一馬(黒田崇矢),JP
桑原幸子,JP
桑名晴子,JP
桑名正博,JP
桑島法子,JP
桜men,JP
桜エビ~ず,JP
桜井智,JP
桜坂しずく (CV.前田佳織里),JP
桜塚やっくん,JP
桜庭統／田村信二,JP
桜璃,JP
桜高軽音部 [平沢唯・秋山澪・田井中律・琴吹紬(CV：豊崎愛生、日笠陽子、佐藤聡美...,JP
梁邦彦,JP
梅本竜,JP
梅林太郎,JP
梅沢富美男,JP
梅田サイファー,JP
梓みちよ,JP
梓川,JP
梨本悠里,JP
梵天,JP
梶浦由紀 ～feat. vocal 伊東恵里,JP
梶浦由記,KR
梶芽衣子,JP
棚町薫 (佐藤利奈),JP
棚町薫(佐藤利奈),JP
森 大翔,JP
森ゆに,JP
森カリオペ,JP
森七菜,JP
森中花咲,JP
森俊之,JP
森友嵐士,JP
森園勝敏,JP
森大輔,JP
森山威男,JP
森山愛子,JP
森山良子,JP
森島はるか (伊藤静),JP
森島はるか(伊藤静),JP
森川由綺（CV：平野綾）,JP
森川美穂,JP
森悠也,JP
森本章之,JP
森永真由美,JP
森田健作,JP
森田公一とトップギャラン,JP
森田剛,JP
森田童子,JP
森翼,JP
森進一,JP
植地雅哉,JP
植村花菜,JP
植松伸夫,JP
椎乃味醂,JP
椎名へきる,JP
椎名林檎,JP;USUK
椎名林檎とトータス松本,JP
椎名林檎とヒイズミマサユ機,JP
椎名林檎と中田ヤスタカ,JP
椎名林檎と向井秀徳,JP
椎名林檎と斎藤ネコカルテット,JP
椎名林檎と櫻井敦司,JP
椎名林檎と浮雲,JP
椎名純平,JP
椎名豪 featuring 中川奈美,JP
椛田早紀,JP
椿,JP
椿カオリ,EU
椿屋四重奏,JP
楠木 ともり,JP
楠木ともり,JP
楠瀬誠志郎,JP
楠田亜衣奈,JP
楠鈴音,JP
極楽浄土,JP
榊いずみ,JP
榊原ゆい,JP
榎本健一,JP
樋井明日香,JP
樋口楓,JP
樋口秀樹,JP
横山だいすけ・三谷たくみ(NHKおかあさんといっしょ),JP
横山健,JP
横山幸雄,JP
横山智佐,JP
横山輝一,JP
横浜銀蝿,JP
横田進,JP
横道坊主,JP
樫原伸彦,JP
樹里からん,JP
橋幸夫,JP
橋本國彦,JP
橋本由香利,JP
橋本美加子,JP
橋本良亮,JP
橘陽菜(CV:日笠陽子),JP
橙色特別室,JP
櫻井アンナ,JP
櫻井敦司,JP
櫻井美希,JP
櫻井翔,JP
櫻坂46,JP
櫻川めぐ,JP
櫻歌ミコ,JP
次松大助,JP
歌組雪月花,JP
歐陽菲菲,JP
武田理沙,JP
武田真治,JP
武藤昭平 with ウエノコウジ,JP
母里治樹,JP
毛玉,JP
毛皮のマリーズ,JP
毛蟹,JP
民安★ROCK,JP
民謡,JP
民謡クルセイダーズ,JP
水上浩介,JP
水中、それは苦しい,JP
水中図鑑,JP
水原弘,JP
水原明子,JP
水戸華之介,JP
水曜日のカンパネラ,JP
水月陵,JP
水木一郎,JP
水森亜土,JP
水槽,JP
水樹奈々(Nana Mizuki),JP
水樹奈々×T.M.Revolution,JP
水橋舞,JP
水谷広実,JP
水谷瑠奈,JP
水野佐彩,JP
水霧けいと,JP
氷川きよし,JP
氷青,JP
永井聖一,JP
永原真夏,JP
永吉 昴 (CV.斉藤佑圭),JP
永田権太,JP
永田茂,JP
江崎とし子,JP
池澤春菜,JP
池玲子,JP
池田エライザ,JP
池田典代,JP
池田奨,JP
池田正典,JP
池田綾子,JP
池田聡,JP
池頼広,JP
汪東城,KR
沖ちづる,JP
沖田浩之,JP
沖田総司(宇垣秀成),JP
沖辺美佐紀,JP
沖野俊太郎,JP
沢井忠夫,JP
沢井美空,JP
沢田知可子,JP
沢田研二,JP
沢田聖子,JP
沢田靖司,JP
河井英里,JP
河口恭吾,JP
河島英五,JP
河村隆一,JP
河盛慶次,JP
河野啓三,JP
河野純喜 (JO1),JP
河野陽吾,JP
沼田出穂,JP
泉こなた (平野綾),JP
泉まくら,JP
津島善子(CV.小林愛香)、国木田花丸(CV.高槻かなこ)、黒澤ルビィ(CV.降幡愛),JP
流,JP
流星群少女,JP
流星隊,JP
流星隊 [守沢千秋 (CV:帆世雄一)、深海奏汰 (CV:西山宏太朗)、南雲鉄虎 (CV:中島ヨシキ)、高峯翠 (CV:渡辺拓海)、仙石忍 (CV:新田杏樹)],JP
流星隊; 守沢千秋(CV.帆世雄一)、深海奏汰(CV.西山宏太朗)、南雲鉄虎(CV.中島ヨシキ)、高峯翠(CV.渡辺拓海)、仙石忍(CV.新田杏樹),JP
流派未階堂,JP
流線形,JP
流線形と比屋定篤子,JP
浅丘ルリ子,JP
浅倉大介,JP
浅岡雄也,JP
浅川悠,JP
浅草ジンタ,JP
浅葱,JP
浅香 唯,JP
浜口史郎,JP
浜崎容子,JP
浜田マロン,JP
浜田亜紀子,JP
浦島坂田船,JP
浦島太郎 (桐谷健太),JP
浦沢直樹,JP
浮,JP
浮気者,JP
浮遊スル猫,JP
海上自衛隊東京音楽隊,JP
海田明里／青木佳乃,JP
海蔵亮太,JP
消防車(ソバンチャ),KR
涼宮ハルヒ (CV.平野 綾),JP
涼宮ハルヒ (平野綾) / 朝比奈みくる (後藤邑子),JP
涼宮ハルヒ（平野綾）,JP
涼風真世,JP
淡谷のり子,JP
深田恭子,JP
深眠症 -insomnia-,JP
深見梨加,JP
淳士,JP
清塚信也,JP
清水 嶺,JP
清水嶺,JP
清水翔太×加藤ミリヤ,JP
清水靖晃,JP
清水香里,JP
清浦夏実,JP
清田まなみ,JP
清竜人,JP
清竜人25,JP
清貴,JP
清野由美,JP
渋沢葉,JP
渋谷慶一郎,JP
渋谷毅,JP
渕上 舞,JP
渕上舞,JP
渚のオールスターズ,JP
渚ようこ,JP
渡り廊下走り隊7,JP
渡辺はま子,JP
渡辺岳夫・松山祐士,JP
渡辺徹,JP
渡辺満里奈,JP
渡辺直樹,JP
渡辺美奈代,JP
渡辺美里,JP
渡邊里佳子,JP
渡部優衣,JP
渥美マリ,JP
湊 友希那,JP
湊崎紗夏,KR
湧,JP
湯冷めラジオ,JP
湯川潮音,JP
湯木慧,JP
湯浅湾,JP
湯浅譲二,JP
満島ひかり,JP
溝口肇,JP
滝田樹里,JP
漢 a.k.a. GAMI,JP
潮騒のメモリーズ,JP
澁江夏奈,JP
澤村 遥(釘宮 理恵),JP
澤村 遥(釘宮理恵),JP
澤田かおり,JP
澤野弘之,JP
激情★めたりっちぇ,JP
激情リフレイン,JP
濱瀬元彦,JP
濱田金吾,JP
瀧川 ありさ,JP
瀧川ありさ,JP
瀬川英史,JP
瀬戸麻沙美,JP
火影忍者,JP
火野映司(C.V.渡部 秀),JP
灰田勝彦,JP
為岡そのみ,JP
焚吐,JP
焚吐 × みやかわくん,JP
無力P,JP
煮ル果実,JP
熊川みゆ,JP
熊木杏里,JP
熊田茜音,JP
熱帯JAZZ楽団,Latin
燐舞曲,JP
燦鳥ノム,JP
爆風スランプ,JP
片倉三起也,JP
片山実波(CV:田中美海),JP
片岡知子,JP
片想い,JP
片手☆SIZE,JP
片桐圭一,JP
片霧烈火,JP
牛込りみ(CV.西本りみ),JP
牧野アンナ,JP
牧野忠義,JP
牧野由依,JP
特撮,JP
狐夢想屋,JP
狛枝凪斗(CV.緒方恵美),JP
猪股義周,JP
猫,JP
猫叉Master feat. 林ももこ,JP
猫招き歌劇団,JP
猫沢エミ,JP
猫騙,JP
猿ダコンクリート,JP
獄Luck,JP
獄門島一家,JP
獅子志司,JP
玉手初美,JP
玉木宏樹,JP
玉珠贤,KR
王嘉爾,KR
王族BAND,JP
王舟,JP
王菲,USUK
理多,JP
琉球アンダーグラウンド,JP
琴吹紬(CV:寿美菜子),JP
瑞葵,JP
璃杏,JP
瓜生明希葉,JP
生田絵梨花,JP
生駒里奈,JP
田中あすか,JP
田中公平,JP
田中公平 / 浜口史郎,JP
田中宏和,JP
田中宏和・鈴木慶一,JP
田中宏和／鈴木慶一,JP
田中昌之,JP
田中理恵,JP
田中秀和,JP
田中美奈子,JP
田中茉裕,JP
田中裕梨,JP
田中雅之,JP
田井中律(CV:佐藤聡美),JP
田井中律(佐藤聡美),JP
田原俊彦,JP
田口宏子,JP
田島ハルコ,JP
田島勝朗,JP
田我流とカイザーソゼ,JP
田村ひより(清水香里),JP
田村ゆかりft motsu from m.o.v.e,JP
田村信二,JP
田村直美,JP
田端義夫,JP
田辺マモル,JP
田辺留依,JP
田﨑あさひ,JP
由紀さおり,JP
由美かおる,JP
甲斐よしひろ,JP
甲斐バンド,JP
甲斐智枝美,JP
甲田まひる,JP
男女共學,KR
町あかり,JP
町山智浩,JP
町田ちま,JP
町田康,JP
町田町蔵+北澤組,JP
町田直隆,JP
町田義人,JP
留桜良姫,JP
畠中祐,JP
畠山美由紀,JP
當山 みれい,JP
當山みれい,JP
癒月,JP
癒月ちょこ,JP
白(CV:茅野愛衣),JP
白いしましまうさぎ,JP
白咲花(CV.指出毬亜),JP
白智榮,KR
白波多カミン,JP
白波多カミン with Placebo Foxes,JP
白銀ノエル,JP
白間美瑠,JP
白鳥マイカ,JP
白鳥澄夫,JP
白鳥英美子,JP
百田夏菜子,JP
百石元,JP
百足,JP
百鬼あやめ,JP
皆谷尚美,JP
盤古2001,JP
直枝政広,JP
相対性理論,JP
相川七瀬,JP
相曽晴日,JP
相沢舞,JP
相羽あいな,JP
相良心,JP
眞白桃々,JP
眞鍋昭大,JP
真中あきひと,JP
真優,JP
真夜中のジョーク,JP
真島吾朗(宇垣秀成),JP
真島建設社員一同,JP
真島昌利,JP
真心ブラザーズ,JP
真新宿GR学園,JP
真理絵,JP
真空メロウ,JP
真里歌,JP
睡蓮,JP
矢吹可奈 (CV.木戸衣吹),JP
矢尾一樹,JP
矢島舞依,JP
矢沢永吉,JP
矢澤にこ,JP
矢澤にこ(CV.徳井青空),JP
矢田悠祐,JP
矢舟テツロー,JP
